DyadID,Year,Org,SideA,SideAID,SideAComponents,SideB,SideBID,SideBComponents,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,BestFatalityEstimate,LowFatalityEstimate,HighFatalityEstimate,Location,GWNOLocation,Region,Version
2-274,1989,3,Armenian,1703,,Azeri,1702,,12/31/1989,5,1989-12-31,5,0,,0,42,0,42,Russia (Soviet Union),365,1,2.5-2016
2-274,1990,3,Armenian,1703,,Azeri,1702,,1989-12-31,5,1989-12-31,5,1,1990-12-02,2,27,27,187,Russia (Soviet Union),365,1,2.5-2016
2-275,1994,1,Chechen Republic of Ichkeria,1195,,Forces of Ruslan Labazanov,1704,,1994-06-13,1,1994-06-13,1,1,1994-06-13,1,180,180,300,Russia (Soviet Union),365,1,2.5-2016
2-276,1994,1,Chechen Republic of Ichkeria,1195,,Provisional Council of the Chechen Republic,1705,,1994-09-01,1,1994-10-09,2,1,34626,1,64,64,70,Russia (Soviet Union),365,1,2.5-2016
2-278,1991,1,Republic of Georgia,1706,,Republic of South Ossetia,1186,,1991-01-20,2,1991-02-07,2,1,1991-12-01,1,87,87,93,Russia (Soviet Union),365,1,2.5-2016
2-279,1996,3,Abdalle subclan of Habar Awal clan (Isaaq),1829,,Aidagalla subclan of Habar Garhadjis clan (Isaaq),1830,,1996-07-11,1,1996-07-31,2,1,1996-07-31,2,34,34,34,Somalia,520,4,2.5-2016
2-28,2003,3,Bi'idyahan subclan of Majerteen clan (Darod),1570,,Ismail subclan of Makahil clan (Darod),1571,,2003-12-31,5,2003-12-31,5,1,2003-12-31,5,280,280,280,Ethiopia,530,4,2.5-2016
2-280,2000,3,Abdalleh-Agon-Yar subclan of Abgal clan (Hawiye),1831,,Eli-Agon-Yar subclan of Abgal clan (Hawiye),1832,,2000-01-10,1,2000-02-26,1,1,2000-02-26,1,26,22,26,Somalia,520,4,2.5-2016
2-281,2001,3,Abdulleh-Galmaha subclan of Abgal clan (Hawiye),1833,,Kabaloh subclan of Abgal clan (Hawiye),1834,,2001-05-22,2,2001-07-07,1,1,2001-07-09,2,33,33,33,Somalia,520,4,2.5-2016
2-282,1990,3,Abgal clan (Hawiye),1907,,Galgalo,1835,,1990-12-04,2,1990-12-04,2,1,1990-12-12,3,50,50,150,Somalia,520,4,2.5-2016
2-283,2000,1,SPM,1351,,Forces of Omar Jess,1837,,2000-02-02,1,2000-02-11,1,1,2000-02-11,1,41,37,50,Somalia,520,4,2.5-2016
2-284,2001,3,Ayr subclan of Habar Gidir clan (Hawiye),1838,,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,1997-08-29,1,2001-07-16,1,1,2001-07-16,1,50,50,100,Somalia,520,4,2.5-2016
2-285,1999,3,Abdalle-Aroneh subclan of Abgal clan (Hawiye),1840,,Eli-Omar subclan of Abgal clan (Hawiye),1839,,1999-01-27,1,1999-01-27,1,1,1999-01-27,1,31,31,31,Somalia,520,4,2.5-2016
2-286,2001,1,Forces of Abdirizak Bihi,1841,,Forces of Ahmed Sheikh Buraleh,1842,,2001-03-30,1,2001-03-30,1,1,2001-03-30,1,33,33,33,Somalia,520,4,2.5-2016
2-287,1999,1,Forces of Hussein Ali Ahmed,1843,,USC/SSA,1352,,1999-03-13,1,1999-03-20,2,1,1999-09-20,1,113,113,116,Somalia,520,4,2.5-2016
2-288,1994,1,Forces of Abdurahman Ahmed Ali 'Tur',1846,,Republic of Somaliland,1535,,1994-10-15,1,1994-11-16,2,0,,0,320,320,320,Somalia,520,4,2.5-2016
2-288,1995,1,Forces of Abdurahman Ahmed Ali 'Tur',1846,,Republic of Somaliland,1535,,1994-10-15,1,1994-11-16,2,1,1995-10-28,1,145,145,337,"Somalia, Djibouti","520, 522",4,2.5-2016
2-289,2000,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Jiddo subclan of Digil clan (Digil-Mirifle),1488,,2000-05-20,2,2000-06-19,2,1,2000-10-22,2,42,29,54,Somalia,520,4,2.5-2016
2-289,2002,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Jiddo subclan of Digil clan (Digil-Mirifle),1488,,2000-05-20,2,2002-01-26,2,1,2002-01-26,2,28,26,32,Somalia,520,4,2.5-2016
2-29,2001,2,Supporters of Awami League,1215,,Supporters of BNP,1217,,1989-09-07,1,2001-08-26,5,1,2001-10-03,1,56,51,68,Bangladesh,771,3,2.5-2016
2-290,1994,3,Habar Gidir clan (Hawiye),1914,,Xawaadle clan (Hawiye),1758,,1993-09-10,1,1994-04-23,2,1,1994-05-02,1,38,38,40,Somalia,520,4,2.5-2016
2-291,1993,3,Habar Gidir clan (Hawiye),1914,,Marehan subclan of Sede clan (Darod),1501,,1993-01-13,1,1993-01-13,1,1,1993-01-13,1,30,30,30,Somalia,520,4,2.5-2016
2-291,1995,3,Habar Gidir clan (Hawiye),1914,,Marehan subclan of Sede clan (Darod),1501,,1993-01-13,1,1995-07-08,2,1,1995-07-08,2,31,31,54,Somalia,520,4,2.5-2016
2-293,2000,3,Galje'el clan (Hawiye),1464,,Xawaadle clan (Hawiye),1758,,2000-08-08,1,2000-08-28,2,1,2000-09-24,2,62,60,72,Somalia,520,4,2.5-2016
2-294,1992,1,Republic of Somaliland,1535,,SNM - 'Calan cas' ,1990,,1992-01-20,3,1992-01-20,3,1,1992-08-31,5,2500,2500,2500,Somalia,520,4,2.5-2016
2-298,1992,1,SNF ,1918,,USC/SNA,1353,,1992-04-28,1,1992-04-28,1,0,,0,60,60,60,Somalia,520,4,2.5-2016
2-298,1993,1,SNF ,1918,,USC/SNA,1353,,1992-04-28,1,1992-04-28,1,1,1993-02-01,1,39,39,39,Somalia,520,4,2.5-2016
2-299,1999,1,SNF - MSAB ,1851,,SNF ,1918,,1999-04-07,1,1999-09-17,1,1,1999-09-17,1,51,51,51,Somalia,520,4,2.5-2016
2-3,2002,3,Abudu ,1424,,Andani,1759,,2002-03-27,2,2002-03-27,2,1,2002-03-27,2,36,25,40,Ghana,452,4,2.5-2016
2-30,2003,3,Bokora Karimojong,1444,,Jie,1489,,2003-01-12,1,2003-01-15,2,1,2003-05-22,1,102,102,178,Uganda,500,4,2.5-2016
2-30,2007,3,Bokora Karimojong,1444,,Jie,1489,,2003-01-12,1,2007-03-30,1,1,2007-05-12,1,34,34,34,Uganda,500,4,2.5-2016
2-300,1992,1,SPM,1351,,SPM/SNA ,1852,,1992-05-10,3,1992-05-10,3,0,,0,300,300,300,Somalia,520,4,2.5-2016
2-300,1993,1,SPM,1351,,SPM/SNA ,1852,,1992-05-10,3,1992-05-10,3,0,,0,184,184,249,Somalia,520,4,2.5-2016
2-300,1994,1,SPM,1351,,SPM/SNA ,1852,,1992-05-10,3,1992-05-10,3,1,1994-02-24,3,30,28,77,Somalia,520,4,2.5-2016
2-301,1992,1,AIAI,1394,,SSDF,1349,,1992-06-19,1,1992-06-26,2,1,1992-06-30,1,625,625,625,Somalia,520,4,2.5-2016
2-302,1999,1,DSA ,1853,,USC/SNA,1353,,1999-07-25,1,1999-08-01,1,1,1999-10-04,1,35,35,46,Somalia,520,4,2.5-2016
2-303,1995,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,0,,0,103,103,378,Somalia,520,4,2.5-2016
2-303,1996,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,0,,0,104,104,420,Somalia,520,4,2.5-2016
2-303,1997,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,0,,0,41,41,159,Somalia,520,4,2.5-2016
2-303,1998,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,0,,0,72,72,108,Somalia,520,4,2.5-2016
2-303,1999,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,1,1999-10-16,1,107,94,204,Somalia,520,4,2.5-2016
2-306,1993,1,SSDF,1349,,USC/SNA,1353,,1993-01-08,1,1993-01-08,1,1,1993-01-08,1,200,200,200,Somalia,520,4,2.5-2016
2-307,1995,1,USC/SNA,1353,,USC/SNA - OA ,1854,,1995-02-26,1,1995-09-12,1,0,,0,31,31,34,Somalia,520,4,2.5-2016
2-307,1996,1,USC/SNA,1353,,USC/SNA - OA ,1854,,1995-02-26,1,1995-09-12,1,0,,0,361,360,407,Somalia,520,4,2.5-2016
2-307,1997,1,USC/SNA,1353,,USC/SNA - OA ,1854,,1995-02-26,1,1995-09-12,1,1,1997-05-06,1,39,39,42,Somalia,520,4,2.5-2016
2-308,1995,1,USC/SNA,1353,,USC-PM ,1855,,1995-04-10,1,1995-04-10,1,1,1995-04-10,1,46,46,46,Somalia,520,4,2.5-2016
2-309,1993,1,ANC - 'Greens' ,1856,,ANC - 'Reds' ,1857,,1993-01-23,1,1993-07-10,1,1,1993-11-17,1,30,30,41,South Africa,560,4,2.5-2016
2-31,2003,3,Bokora Karimojong,1444,,Pian Karimojong,1528,,2001-01-24,1,2003-01-12,1,1,2003-01-12,1,30,30,30,Uganda,500,4,2.5-2016
2-31,2005,3,Bokora Karimojong,1444,,Pian Karimojong,1528,,2001-01-24,1,2005-09-19,1,1,2005-09-19,1,28,28,28,Uganda,500,4,2.5-2016
2-310,1990,2,Supporters of ANC,1971,,Supporters of AZAPO ,1858,,1990-03-26,1,1990-11-05,1,1,1990-12-08,2,32,32,41,South Africa,560,4,2.5-2016
2-311,1996,1,CATA ,1860,,Codeta,1859,,1994-10-16,1,1996-04-30,3,1,1996-11-30,3,71,71,71,South Africa,560,4,2.5-2016
2-312,1989,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,65,65,66,South Africa,560,4,2.5-2016
2-312,1990,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,899,899,1366,South Africa,560,4,2.5-2016
2-312,1991,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,615,612,953,South Africa,560,4,2.5-2016
2-312,1992,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,650,650,809,South Africa,560,4,2.5-2016
2-312,1993,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,612,612,887,South Africa,560,4,2.5-2016
2-312,1994,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,421,421,550,South Africa,560,4,2.5-2016
2-312,1995,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,143,143,175,South Africa,560,4,2.5-2016
2-312,1996,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,1,1996-12-28,1,55,54,156,South Africa,560,4,2.5-2016
2-313,1989,2,Supporters of IFP,1475,,Supporters of UDF ,1861,,1989-01-04,1,1989-05-05,1,0,,0,161,161,321,South Africa,560,4,2.5-2016
2-313,1990,2,Supporters of IFP,1475,,Supporters of UDF ,1861,,1989-01-04,1,1989-05-05,1,1,1990-12-31,5,312,312,425,South Africa,560,4,2.5-2016
2-314,1993,3,Mangweni clan,1862,,Mgodini clan,1863,,1993-10-09,1,1993-10-20,1,1,1993-10-20,1,26,26,26,South Africa,560,4,2.5-2016
2-315,1998,2,Supporters of ANC,1971,,Supporters of UDM ,1864,,1997-05-08,1,1998-07-17,1,1,1998-08-30,1,29,29,124,South Africa,560,4,2.5-2016
2-316,1996,1,NUM ,1866,,Uwusa ,1865,,1989-04-15,1,1996-08-19,1,1,1996-09-23,2,30,30,60,South Africa,560,4,2.5-2016
2-317,1991,3,Lagunya ,1868,,Webta ,1867,,1991-03-15,3,1991-10-20,2,1,1991-11-12,1,31,31,58,South Africa,560,4,2.5-2016
2-318,1989,1,EPRLF,1165,,LTTE,1163,,1989-09-28,1,1989-11-05,1,1,1989-12-27,1,225,225,247,Sri Lanka,780,3,2.5-2016
2-319,1989,1,LTTE,1163,,PLOTE,1708,,1989-05-21,1,1989-05-21,1,0,,0,51,51,53,Sri Lanka,780,3,2.5-2016
2-319,1990,1,LTTE,1163,,PLOTE,1708,,1989-05-21,1,1989-05-21,1,1,1990-01-04,2,50,50,50,Sri Lanka,780,3,2.5-2016
2-32,2007,3,Bor Dinka,1569,,Murle,1514,,2007-07-31,3,2007-07-31,3,1,2007-11-30,5,106,106,106,Sudan,625,4,2.5-2016
2-32,2011,3,Bor Dinka,1569,,Murle,1514,,2007-07-31,3,2011-12-05,1,0,,0,44,44,44,South Sudan,626,4,2.5-2016
2-32,2012,3,Bor Dinka,1569,,Murle,1514,,2007-07-31,3,2011-12-05,1,1,2012-12-28,1,118,118,125,South Sudan,626,4,2.5-2016
2-320,1993,3,Awlad Omran clan ,1869,,Awlad al-Zuid clan,1919,,1993-07-30,3,1993-07-30,3,1,1993-07-30,3,108,108,108,Sudan,625,4,2.5-2016
2-320,2014,3,Awlad Omran clan ,1869,,Awlad al-Zuid clan,1919,,1993-07-30,3,2014-06-01,1,1,2014-11-27,2,324,324,324,Sudan,625,4,2.5-2016
2-321,2001,3,Awlad Zeid,1972,,Zaghawa,1566,,2001-05-31,2,2001-05-31,2,1,2001-05-31,2,70,70,70,Sudan,625,4,2.5-2016
2-322,1997,3,Dinka ,1452,,Nuer,1519,,1996-06-04,2,1997-11-27,3,1,1997-11-27,3,35,35,35,Sudan,625,4,2.5-2016
2-322,2010,3,Dinka ,1452,,Nuer,1519,,1996-06-04,2,2010-01-06,2,0,,0,228,228,316,Sudan,625,4,2.5-2016
2-322,2011,3,Dinka ,1452,,Nuer,1519,,1996-06-04,2,2010-01-06,2,1,2011-10-21,1,133,133,133,"Sudan, South Sudan","625, 626",4,2.5-2016
2-322,2013,3,Dinka ,1452,,Nuer,1519,,1996-06-04,2,2013-12-19,1,1,2013-12-19,1,44,44,54,South Sudan,626,4,2.5-2016
2-455,2015,3,Fulani,1461,,Tiv,1911,,2005-04-10,1,2011-02-11,2,0,,0,44,44,54,Nigeria,475,4,2.5-2016
2-323,1993,3,Jikany Nuer,1870,,Lou Nuer,1567,,1993-12-31,5,1993-12-31,5,1,1993-12-31,5,1001,1001,1001,Sudan,625,4,2.5-2016
2-323,2009,3,Jikany Nuer,1870,,Lou Nuer,1567,,1993-12-31,5,2009-05-08,1,1,2009-05-08,1,71,71,71,Sudan,625,4,2.5-2016
2-324,1998,3,Masalit ,1871,,Rizeigat Abbala,1536,,1998-03-06,5,1998-03-06,5,0,,0,100,100,100,Sudan,625,4,2.5-2016
2-324,1999,3,Masalit ,1871,,Rizeigat Abbala,1536,,1998-03-06,5,1998-03-06,5,1,1999-08-31,3,300,300,380,"Sudan, Chad","625, 483",4,2.5-2016
2-325,1996,3,Rizeigat Abbala,1536,,Zaghawa,1566,,1996-09-27,1,1996-09-30,3,1,1996-11-08,1,166,166,206,Sudan,625,4,2.5-2016
2-326,1989,3,"Beni Halba Baggara, Salamat Baggara",562501,"1873, 1872",Fur,1874,,1989-04-30,5,1989-04-30,5,1,1989-06-22,1,2000,2000,2400,Sudan,625,4,2.5-2016
2-327,1993,1,SPLM/A,1312,,SPLM/A - AH ,1875,,1993-08-03,2,1993-09-13,2,1,1993-09-13,2,55,55,55,Sudan,625,4,2.5-2016
2-328,1992,1,SPLM/A,1312,,SPLM/A - WN,1876,,1992-12-03,2,1992-12-03,2,0,,0,40,40,100,Sudan,625,4,2.5-2016
2-328,1993,1,SPLM/A,1312,,SPLM/A - WN,1876,,1992-12-03,2,1992-12-03,2,1,1993-01-04,1,114,114,114,Sudan,625,4,2.5-2016
2-329,1991,1,SPLM/A,1312,,SSDF,1546,,1991-10-08,3,1991-12-31,5,0,,0,1002,1002,1002,Sudan,625,4,2.5-2016
2-329,1992,1,SPLM/A,1312,,SSDF,1546,,1991-10-08,3,1991-12-31,5,0,,0,1001,1001,1001,Sudan,625,4,2.5-2016
2-329,1993,1,SPLM/A,1312,,SSDF,1546,,1991-10-08,3,1991-12-31,5,0,,0,2732,2732,3731,Sudan,625,4,2.5-2016
2-329,1994,1,SPLM/A,1312,,SSDF,1546,,1991-10-08,3,1991-12-31,5,1,1994-10-22,1,150,150,150,Sudan,625,4,2.5-2016
2-329,1997,1,SPLM/A,1312,,SSDF,1546,,1991-10-08,3,1997-12-31,5,1,1997-12-31,5,200,200,200,Sudan,625,4,2.5-2016
2-329,2002,1,SPLM/A,1312,,SSDF,1546,,1991-10-08,3,2002-06-19,1,1,2002-06-19,1,82,82,82,Sudan,625,4,2.5-2016
2-33,2006,3,Borana,1445,,Guji,1467,,1991-07-31,5,2006-06-12,3,1,2006-06-12,3,101,101,151,Ethiopia,530,4,2.5-2016
2-330,2000,1,SPLM/A,1312,,SSUM/A ,1920,,2000-07-30,2,2000-07-30,2,1,2000-09-01,1,390,390,390,Sudan,625,4,2.5-2016
2-331,1997,1,SPLM/A,1312,,UNRF II,1339,,1997-03-02,2,1997-03-02,2,1,1997-12-10,1,210,210,210,Sudan,625,4,2.5-2016
2-332,1995,1,SPLM/A,1312,,WNBF,1338,,1995-06-02,1,1995-06-02,1,0,,0,64,64,64,Sudan,625,4,2.5-2016
2-332,1996,1,SPLM/A,1312,,WNBF,1338,,1995-06-02,1,1995-06-02,1,0,,0,49,49,49,Sudan,625,4,2.5-2016
2-332,1997,1,SPLM/A,1312,,WNBF,1338,,1995-06-02,1,1995-06-02,1,1,1997-03-02,2,100,100,100,Sudan,625,4,2.5-2016
2-333,1998,1,SSDF,1546,,SSUM/A ,1920,,1998-01-17,3,1998-01-17,3,0,,0,249,249,251,Sudan,625,4,2.5-2016
2-333,1999,1,SSDF,1546,,SSUM/A ,1920,,1998-01-17,3,1998-01-17,3,1,1999-10-28,1,241,241,243,Sudan,625,4,2.5-2016
2-334,1991,3,Moba,1878,,Tchokossi,1877,,1991-10-29,2,1991-10-29,2,1,1991-10-29,2,31,31,31,Togo,461,4,2.5-2016
2-335,2000,3,Bokora Karimojong,1444,,"Jie, Matheniko Karimojong",550010,"1489, 1908",2000-07-01,1,2000-07-01,1,1,2000-07-01,1,48,48,48,Uganda,500,4,2.5-2016
2-336,1999,3,Bokora Karimojong,1444,,Matheniko Karimojong,1908,,1992-01-31,3,1999-07-29,1,1,1999-09-10,2,352,352,572,Uganda,500,4,2.5-2016
2-339,2000,3,Dodoth,1921,,"Toposa, Turkana ",550005,"1553, 1554",2000-02-01,2,2000-02-01,2,1,2000-02-01,2,43,43,43,Uganda,500,4,2.5-2016
2-338,2000,3,Dodoth,1921,,Jie,1489,,2000-03-19,1,2000-03-19,1,1,2000-07-23,1,135,135,135,Uganda,500,4,2.5-2016
2-338,2005,3,Dodoth,1921,,Jie,1489,,2000-03-19,1,2005-09-28,1,1,2005-09-28,1,30,30,30,Uganda,500,4,2.5-2016
2-338,2009,3,Dodoth,1921,,Jie,1489,,2000-03-19,1,2009-11-03,1,1,2009-11-03,1,38,38,38,Uganda,500,4,2.5-2016
2-394,2000,3,Dodoth,1921,,Turkana,1554,,2000-06-11,1,2000-06-11,1,1,2000-06-11,1,70,70,70,Uganda,500,4,2.5-2016
2-34,2008,3,Borana,1445,,Konso,1922,,2007-10-03,1,2008-07-31,5,1,2008-07-31,5,46,46,46,Ethiopia,530,4,2.5-2016
2-340,2001,3,Iteso,1879,,Karimojong,1923,,2001-09-13,1,2001-09-13,1,1,2001-09-13,1,32,32,32,Uganda,500,4,2.5-2016
2-341,1998,3,Karimojong,1923,,Pokot,1529,,1989-03-02,1,1998-04-30,3,1,1998-07-01,1,134,134,134,Uganda,500,4,2.5-2016
2-341,2000,3,Karimojong,1923,,Pokot,1529,,1989-03-02,1,2000-04-28,1,1,2000-04-28,1,60,60,60,Uganda,500,4,2.5-2016
2-341,2003,3,Karimojong,1923,,Pokot,1529,,1989-03-02,1,2003-01-06,1,1,2003-01-06,1,53,53,53,Uganda,500,4,2.5-2016
2-342,1999,3,Matheniko Karimojong,1908,,Pokot,1529,,1999-02-06,1,1999-02-06,1,1,1999-02-06,1,36,36,36,Uganda,500,4,2.5-2016
2-343,1992,1,Republic of Bosnia-Herzegovina,1710,,Serbian Republic of Bosnia-Herzegovina,1182,,1992-04-05,2,1992-04-05,2,1,1992-04-23,1,144,140,150,Serbia (Yugoslavia),345,1,2.5-2016
2-344,1991,1,Republic of Croatia,1180,,"SAO Eastern Slavonia, Baranja and Western Symria",1711,,1991-06-26,1,1991-07-04,1,1,1991-09-09,1,83,83,88,Serbia (Yugoslavia),345,1,2.5-2016
2-345,1991,1,Republic of Croatia,1180,,SAO Krajina,1712,,1991-06-26,1,1991-07-21,1,1,1991-09-16,1,189,161,189,Serbia (Yugoslavia),345,1,2.5-2016
2-346,1992,1,Republic of Croatia,1180,,Serbian Republic of Krajina,1183,,1992-01-19,1,1992-04-03,1,1,1992-04-21,1,35,35,37,Serbia (Yugoslavia),345,1,2.5-2016
2-347,2009,1,Forces of Jing Caludtiag,1713,,Forces of Randy Karon,1714,,2009-05-28,1,2009-07-27,3,1,2009-07-27,3,44,44,44,Philippines,840,3,2.5-2016
2-348,2009,3,Afor,1880,,Fulani,1461,,2009-12-06,1,2009-12-19,2,1,2009-12-19,2,33,33,71,Nigeria,475,4,2.5-2016
2-349,2009,2,Supporters of Andry Rajoelina,1881,,Supporters of Marc Ravalomanana,1924,,2009-01-26,1,2009-01-28,1,1,2009-03-11,2,82,55,119,Madagascar (Malagasy),580,4,2.5-2016
2-35,1992,3,Borana,1445,,"Gabra, Garre",553003,"1463, 1963",1992-01-20,3,1992-01-20,3,1,1992-06-30,2,381,381,381,Ethiopia,530,4,2.5-2016
2-350,2009,1,Al-Shabaab,1578,,Hizbul Islam,1882,,2009-10-01,1,2009-10-01,1,0,,0,121,101,165,Somalia,520,4,2.5-2016
2-350,2010,1,Al-Shabaab,1578,,Hizbul Islam,1882,,2009-10-01,1,2009-10-01,1,1,2010-12-18,1,88,79,98,Somalia,520,4,2.5-2016
2-353,2009,3,Ngok Dinka,1884,,Shiluk,1885,,2000-02-11,1,2009-01-11,1,1,2009-11-11,1,121,121,134,Sudan,625,4,2.5-2016
2-355,2009,3,Bari,1886,,Mundari,1925,,2009-05-06,2,2009-05-24,3,1,2009-05-24,3,41,41,52,Sudan,625,4,2.5-2016
2-356,2009,3,Bor Dinka,1569,,Mundari,1925,,2007-12-19,1,2009-10-07,2,1,2009-10-07,2,37,37,37,Sudan,625,4,2.5-2016
2-357,2009,3,Aliap Dinka ,1887,,Mundari,1925,,2009-11-15,1,2009-11-17,2,1,2009-11-17,2,52,52,52,Sudan,625,4,2.5-2016
2-358,2009,3,Luac Jang Dinka,1888,,Awan Dinka,1889,,2009-08-11,2,2009-08-11,2,1,2009-08-11,2,30,30,30,Sudan,625,4,2.5-2016
2-36,2006,3,Burji,1446,,Guji,1467,,2006-10-02,1,2006-10-02,1,1,2006-10-06,1,37,37,37,Ethiopia,530,4,2.5-2016
2-360,2004,3,Fulani,1461,,Tarok,1550,,2004-03-08,2,2004-04-27,1,1,2004-04-27,1,120,120,140,Nigeria,475,4,2.5-2016
2-360,2013,3,Fulani,1461,,Tarok,1550,,2004-03-08,2,2013-04-06,1,1,2013-11-10,1,118,118,135,Nigeria,475,4,2.5-2016
2-362,1990,3,Pari,1890,,Toposa,1553,,1990-12-31,5,1990-12-31,5,1,1990-12-31,5,35,35,35,Sudan,625,4,2.5-2016
2-363,2007,1,Al-Shabaab,1578,,ONLF,1346,,2007-12-31,1,2007-12-31,1,1,2007-12-31,1,40,40,40,Ethiopia,530,4,2.5-2016
2-365,1999,3,Arab,1891,,Kounta,1892,,1999-07-14,1,1999-07-14,1,1,1999-10-16,1,59,59,77,Mali,432,4,2.5-2016
2-366,1992,3,Atyap,1893,,Hausa,1462,,1992-02-06,1,1992-02-06,1,1,1992-05-16,2,582,547,1925,Nigeria,475,4,2.5-2016
2-368,2001,3,Hausa,1462,,"Igbo, Yoruba",547503,"1476, 1562",2001-10-13,2,2001-10-13,2,1,2001-10-13,2,200,200,200,Nigeria,475,4,2.5-2016
2-369,2005,3,Jie,1489,,Matheniko Karimojong,1908,,2005-03-31,3,2005-03-31,3,1,2005-03-31,3,26,26,26,Uganda,500,4,2.5-2016
2-37,2003,1,CNDD-FDD ,1280,,Palipehutu-FNL,1278,,2003-09-06,1,2003-10-18,1,0,,0,43,43,57,Burundi,516,4,2.5-2016
2-37,2004,1,CNDD-FDD ,1280,,Palipehutu-FNL,1278,,2003-09-06,1,2003-10-18,1,1,2004-11-11,1,54,54,62,Burundi,516,4,2.5-2016
2-370,2000,2,Supporters of Laurent Gbagbo,1894,,Supporters of Alassane Outtara,1895,,2000-10-26,1,2000-10-26,1,1,2000-10-26,1,25,25,25,Ivory Coast,437,4,2.5-2016
2-371,2002,2,Supporters of Didier Ratsiraka,1896,,Supporters of Marc Ravalomanana,1924,,2002-02-26,1,2002-04-13,1,1,2002-07-04,1,79,79,79,Madagascar (Malagasy),580,4,2.5-2016
2-372,1989,3,Mauritanian,1897,,Senegalese,1898,,1989-04-20,1,1989-04-25,2,1,1989-04-30,1,221,221,637,"Senegal, Mauritania","433, 435",4,2.5-2016
2-373,1992,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,1991-04-22,2,1,1992-03-13,1,200,4,200,Nigeria,475,4,2.5-2016
2-373,2000,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2000-02-24,2,1,2000-09-08,2,1853,1348,5211,Nigeria,475,4,2.5-2016
2-373,2002,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2002-06-26,1,1,2002-11-23,2,201,196,479,Nigeria,475,4,2.5-2016
2-373,2004,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2004-02-24,1,1,2004-11-12,1,1281,901,1456,Nigeria,475,4,2.5-2016
2-373,2006,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2006-02-20,1,1,2006-02-24,1,141,141,181,Nigeria,475,4,2.5-2016
2-373,2010,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2010-01-18,1,0,,0,109,106,296,Nigeria,475,4,2.5-2016
2-373,2011,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2010-01-18,1,0,,0,880,880,1167,Nigeria,475,4,2.5-2016
2-373,2012,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2010-01-18,1,1,2012-11-22,1,126,126,133,Nigeria,475,4,2.5-2016
2-373,2014,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2014-03-15,2,0,,0,336,329,474,Nigeria,475,4,2.5-2016
2-373,2015,3,Christians (Nigeria),1899,,Muslims (Nigeria),1900,,1991-04-22,2,2014-03-15,2,0,,0,48,48,48,Nigeria,475,4,2.5-2016
2-14671,2015,1,IS,1076,,Yan Gora,4000,,2015-04-03,1,2015-05-03,1,0,,0,142,142,142,Nigeria,475,4,2.5-2016
2-374,1998,3,Bini,1901,,Urhobo,1820,,1998-08-19,1,1998-08-19,1,1,1998-08-19,1,50,50,50,Nigeria,475,4,2.5-2016
2-375,2003,2,Supporters of PDP,1527,,Supporters of UNPP ,1902,,2003-04-11,2,2003-04-11,2,1,2003-04-11,2,31,31,31,Nigeria,475,4,2.5-2016
2-376,1991,2,Supporters of Jean-Bertrand Aristide,1715,,Supporters of Roger Lafontant,1716,,1991-01-07,1,1991-01-07,1,1,1991-01-07,1,40,37,50,Haiti,41,5,2.5-2016
2-377,1989,3,Meskhetian Turk,1717,,Uzbek,1718,,1989-05-23,1,1989-06-06,2,1,1989-06-06,2,98,0,98,Russia (Soviet Union),365,1,2.5-2015
